Name,Email Address,Lesson Summary,Quiz Summary,Assignment Summary,Grade Point Average,Gender,Age,Children,Completed_Nysc,Intermediate class Eligibility
514,,2023-04-21,99,65,23,Male,23,false,false,false
515,,2023-01-16,85,0,95,Female,18,false,true,false
516,,2023-03-21,78,24,44,Female,26,true,false,false
517,,2023-04-10,81,54,55,Male,40,true,false,true
518,,2023-01-03,87,71,80,Female,21,false,false,false
519,,2023-04-14,66,42,66,Male,33,false,false,false
520,,2023-01-28,61,14,93,Female,40,true,false,false
521,,2023-04-26,89,95,0,Female,22,false,false,false
522,,2023-04-25,67,16,97,Female,31,true,false,true
523,,2023-03-14,89,35,75,Female,30,true,true,false
524,,2023-04-04,63,19,39,Male,34,false,true,true
525,,2023-02-06,80,29,21,Male,30,true,false,true
526,,2023-01-17,66,24,23,Female,29,false,false,true
527,,2023-01-25,50,12,68,Female,33,false,false,false
528,,2023-03-04,80,35,35,Female,39,false,false,false
529,,2023-03-23,68,79,96,Female,34,false,false,false
530,,2023-02-24,59,39,86,Female,25,true,true,true
531,,2023-01-09,57,20,79,Male,27,true,true,false
532,,2023-02-02,73,27,62,Male,31,true,false,true
533,,2023-04-03,66,18,0,Female,20,true,false,true
534,,2023-02-01,74,51,29,Male,40,false,false,true
535,,2023-01-02,81,97,42,Male,35,true,true,false
536,,2023-02-09,96,76,69,Female,37,true,false,false
537,,2023-04-02,98,94,65,Female,29,true,true,true
538,,2023-02-23,54,2,30,Female,24,true,false,false
539,,2023-01-18,93,21,30,Female,34,false,false,true
540,,2023-03-26,79,61,80,Female,38,true,true,true
541,,2023-04-04,79,13,91,Male,21,false,false,false
542,,2023-03-27,70,60,37,Male,34,true,true,false
543,,2023-03-28,73,58,58,Male,37,false,true,false
544,,2023-01-23,50,83,98,Female,35,false,true,false
545,,2023-03-09,58,62,20,Female,20,false,false,false
546,,2023-03-31,57,45,85,Female,21,true,false,false
547,,2023-02-13,87,11,96,Male,27,true,true,true
548,,2023-01-10,64,54,71,Male,28,false,false,true
549,,2023-04-23,79,51,93,Male,22,true,true,true
550,,2023-03-15,96,18,44,Female,23,false,true,false
551,,2023-01-18,82,18,2,Female,38,false,false,false
552,,2023-02-15,95,83,64,Male,28,true,false,false
553,,2023-04-08,63,31,1,Female,20,false,true,false
554,,2023-01-07,55,53,70,Male,38,true,false,false
555,,2023-03-08,49,1,46,Female,30,true,true,true
556,,2023-04-28,70,62,31,Male,38,false,true,false
557,,2023-02-15,94,59,6,Female,33,false,true,false
558,,2023-02-19,80,52,53,Male,23,true,false,false
559,,2023-01-02,94,55,23,Male,38,true,true,true
560,,2023-03-15,97,39,20,Female,36,true,true,true
561,,2023-03-25,98,36,49,Male,37,false,true,true
562,,2023-02-13,77,42,86,Male,40,true,true,false
563,,2023-03-18,95,92,19,Male,28,false,false,true
564,,2023-04-18,94,86,35,Female,29,false,false,true
565,,2023-02-01,87,95,60,Male,40,true,true,false
566,,2023-02-07,69,60,97,Male,22,true,false,false
567,,2023-03-21,85,5,61,Female,40,true,false,false
568,,2023-02-06,69,19,77,Female,36,true,true,true
569,,2023-04-19,56,82,25,Male,35,true,false,true
570,,2023-04-13,68,8,39,Female,36,false,false,false
571,,2023-03-26,51,76,72,Male,24,true,false,true
572,,2023-03-03,51,83,21,Male,35,true,true,false
573,,2023-04-20,81,10,66,Male,39,false,false,false
574,,2023-02-04,93,53,60,Male,35,true,true,true
575,,2023-04-11,69,16,81,Male,25,true,true,false
576,,2023-03-22,90,65,87,Female,19,true,false,false
577,,2023-04-23,87,65,14,Male,28,false,false,true
578,,2023-04-17,72,95,67,Male,28,false,false,true
579,,2023-03-15,81,30,46,Male,32,true,false,true
580,,2023-03-11,64,18,40,Male,29,false,false,true
581,,2023-03-05,54,69,28,Male,22,true,false,true
582,,2023-02-27,82,25,37,Male,40,false,false,true
583,,2023-03-22,57,28,8,Male,25,true,false,true
584,,2023-01-29,100,68,52,Female,39,false,true,true
585,,2023-01-20,65,8,8,Female,21,false,false,true
586,,2023-01-06,60,49,92,Female,38,false,false,false
587,,2023-04-22,47,59,90,Male,30,false,false,true
588,,2023-02-10,96,15,28,Female,27,false,false,true
589,,2023-04-10,71,37,15,Male,40,true,false,true
590,,2023-01-09,69,35,77,Female,36,false,true,true
591,,2023-04-14,77,86,56,Male,38,false,false,true
592,,2023-01-10,100,71,52,Male,31,true,false,true
593,,2023-03-06,54,93,59,Female,34,false,false,true
594,,2023-02-20,97,73,30,Male,21,false,false,true
595,,2023-03-31,58,36,42,Male,39,false,false,false
596,,2023-02-09,79,15,83,Female,39,true,false,true
597,,2023-02-01,77,73,99,Male,40,false,true,true
598,,2023-04-20,46,70,24,Female,33,true,true,false
599,,2023-03-27,87,2,46,Male,22,false,false,true
600,,2023-01-03,77,57,2,Female,21,false,true,true
601,,2023-01-03,88,41,58,Male,24,true,true,false
602,,2023-03-31,97,40,19,Male,22,true,true,true
603,,2023-01-03,62,77,60,Male,22,false,true,true
604,,2023-01-31,91,73,16,Male,27,true,true,false
605,,2023-01-25,53,79,46,Male,27,true,false,true
606,,2023-02-17,78,3,19,Male,30,false,false,false
607,,2023-04-09,87,83,23,Female,28,true,false,false
608,,2023-03-01,54,3,4,Female,26,true,true,true
609,,2023-04-01,55,85,62,Male,23,true,true,false
610,,2023-01-09,72,89,56,Male,40,false,true,true
611,,2023-03-09,96,12,2,Male,31,false,true,false
612,,2023-02-04,78,40,76,Female,27,false,false,false
613,,2023-04-02,55,84,52,Female,22,true,false,false
614,,2023-02-18,64,17,48,Male,29,false,false,false
615,,2023-03-22,98,33,4,Female,28,true,false,false
616,,2023-01-27,46,51,90,Female,25,true,false,false
617,,2023-02-22,48,28,84,Male,24,true,false,false
618,,2023-03-04,60,64,49,Male,33,false,false,true
619,,2023-02-04,55,42,93,Male,32,false,false,false
620,,2023-02-05,92,24,4,Male,20,true,true,true
621,,2023-04-21,49,29,67,Female,18,true,false,true
622,,2023-04-10,54,50,49,Female,29,false,false,true
623,,2023-04-21,48,30,45,Female,31,true,true,true
624,,2023-04-17,64,39,43,Male,34,false,true,false
625,,2023-01-02,82,56,73,Female,39,true,true,true
626,,2023-04-15,94,41,6,Female,32,true,true,false
627,,2023-01-22,98,75,19,Male,27,true,false,false
628,,2023-02-24,91,22,66,Female,22,false,false,true
629,,2023-04-22,96,29,31,Male,40,false,true,true
630,,2023-04-24,57,45,12,Female,27,true,false,true
631,,2023-02-14,64,3,45,Male,36,false,false,true
632,,2023-01-02,76,16,21,Female,24,true,false,false
633,,2023-04-09,95,15,45,Female,33,false,true,false
634,,2023-04-16,92,31,6,Male,26,false,true,true
635,,2023-03-05,48,2,87,Male,37,true,false,true
636,,2023-03-16,59,52,16,Male,32,false,true,true
637,,2023-02-15,68,47,21,Male,37,false,true,true
638,,2023-02-17,92,100,43,Male,18,true,true,true
639,,2023-04-05,80,17,78,Female,28,false,false,true
640,,2023-02-10,77,64,37,Male,37,true,false,false
641,,2023-04-30,99,7,31,Female,22,true,false,true
642,,2023-02-07,100,47,99,Male,31,false,true,false
643,,2023-01-17,55,44,20,Male,23,false,true,false
644,,2023-01-20,46,99,41,Female,19,true,true,false
645,,2023-03-17,96,86,66,Male,33,true,false,true
646,,2023-01-17,89,90,34,Female,37,true,false,false
647,,2023-04-26,79,79,10,Male,20,true,false,false
648,,2023-04-10,64,18,26,Female,20,false,true,true
649,,2023-03-11,49,77,36,Female,22,false,false,false
650,,2023-02-09,97,27,34,Female,21,true,true,true
651,,2023-01-01,75,76,59,Female,36,false,false,false
652,,2023-03-19,50,8,17,Male,32,true,false,true
653,,2023-02-15,86,71,25,Male,21,true,false,true
654,,2023-04-10,80,51,8,Male,31,false,false,true
655,,2023-03-18,90,12,50,Male,23,true,true,true
656,,2023-01-27,64,22,92,Male,38,false,true,true
657,,2023-02-04,62,46,35,Male,37,true,true,false
658,,2023-03-30,72,44,49,Female,34,false,true,true
659,,2023-04-27,76,28,40,Female,34,true,false,false
660,,2023-03-14,83,63,31,Male,29,false,false,true
661,,2023-04-24,84,35,63,Male,38,false,true,true
662,,2023-04-29,54,22,8,Male,24,false,true,false
663,,2023-02-01,93,90,11,Male,39,false,true,false
664,,2023-01-06,92,2,38,Female,36,true,true,false
665,,2023-03-30,45,39,85,Male,34,true,false,false
666,,2023-01-01,87,67,65,Male,30,false,false,true
667,,2023-01-31,92,8,16,Male,37,true,true,false
668,,2023-04-13,87,65,15,Female,28,false,true,false
669,,2023-01-07,90,10,84,Male,37,true,false,true
670,,2023-03-04,45,76,55,Male,36,true,true,false
671,,2023-04-02,81,70,56,Female,40,false,false,true
672,,2023-02-10,64,12,44,Female,25,false,false,false
673,,2023-04-10,79,51,94,Male,24,false,true,false
674,,2023-01-22,51,56,73,Female,34,true,true,true
675,,2023-02-23,79,44,45,Female,38,true,true,false
676,,2023-02-22,89,5,98,Female,18,true,true,false
677,,2023-02-08,78,47,59,Male,39,true,true,true
678,,2023-04-07,74,91,18,Male,23,true,false,false
679,,2023-01-11,90,46,1,Female,20,false,false,false
680,,2023-03-17,75,78,73,Female,30,false,true,false
681,,2023-03-15,87,24,84,Male,25,false,false,false
682,,2023-01-25,85,25,45,Male,25,false,false,false
683,,2023-01-25,79,15,23,Female,35,false,true,true
684,,2023-04-07,49,64,24,Female,36,false,true,false
685,,2023-01-06,100,24,99,Male,34,false,false,true
686,,2023-02-14,51,89,37,Male,32,true,true,true
687,,2023-03-25,88,72,38,Male,39,false,false,false
688,,2023-01-04,58,66,78,Female,37,false,true,false
689,,2023-04-13,59,5,27,Female,29,true,true,true
690,,2023-04-24,94,43,31,Male,38,true,false,false
691,,2023-04-09,87,5,74,Male,18,false,false,true
692,,2023-02-17,85,84,2,Male,36,true,true,false
693,,2023-02-08,98,84,20,Female,39,false,false,true
694,,2023-03-02,68,55,63,Male,36,false,false,false
695,,2023-01-02,86,27,32,Female,39,false,true,false
696,,2023-03-24,83,66,33,Male,19,true,false,true
697,,2023-03-14,53,86,93,Female,26,true,false,false
698,,2023-04-11,94,76,94,Female,37,false,true,true
699,,2023-03-28,99,89,10,Male,38,false,true,false
700,,2023-04-23,89,93,21,Male,22,false,true,true
701,,2023-03-04,92,33,99,Female,35,false,false,true
702,,2023-01-03,78,7,97,Male,30,true,true,true
703,,2023-02-22,50,87,61,Female,31,true,false,true
704,,2023-03-07,95,11,13,Male,32,false,false,false
705,,2023-04-10,54,1,93,Female,21,false,true,false
706,,2023-03-15,71,10,21,Male,24,true,false,false
707,,2023-03-16,59,54,9,Female,29,true,true,false
708,,2023-02-11,96,83,83,Female,24,false,false,false
709,,2023-03-25,90,55,55,Male,22,false,false,true
710,,2023-02-28,82,37,16,Female,27,false,true,false
711,,2023-01-05,58,30,20,Female,26,false,false,false
712,,2023-01-28,85,43,53,Female,28,false,true,true
713,,2023-03-31,94,54,38,Male,24,true,true,true
714,,2023-04-05,76,62,30,Female,21,false,false,false
715,,2023-02-22,75,71,32,Female,29,true,true,true
716,,2023-03-21,47,48,32,Male,23,false,true,true
717,,2023-03-30,76,75,58,Female,35,false,true,false
718,,2023-01-13,84,28,13,Male,30,true,true,true
719,,2023-04-18,90,82,3,Male,23,true,true,true
720,,2023-01-25,73,80,23,Female,40,true,true,true
721,,2023-02-21,46,29,96,Female,37,true,false,false
722,,2023-03-14,56,82,90,Female,30,true,false,false
723,,2023-01-05,68,58,25,Female,29,false,true,true
724,,2023-04-02,70,9,19,Male,26,false,true,false
725,,2023-01-19,76,29,28,Female,19,false,true,true
726,,2023-04-21,91,64,30,Male,21,false,false,false
727,,2023-01-16,53,72,100,Male,18,false,false,true
728,,2023-01-22,86,90,61,Female,28,true,true,false
729,,2023-01-10,79,20,75,Male,19,false,false,true
730,,2023-04-07,88,14,81,Female,25,false,false,false
731,,2023-02-28,75,71,94,Female,27,false,true,true
732,,2023-01-31,50,61,98,Female,21,false,true,true
733,,2023-03-15,69,46,3,Female,31,true,true,false
734,,2023-01-18,98,32,32,Male,20,true,true,true
735,,2023-02-25,48,17,8,Male,19,true,true,true
736,,2023-04-10,53,82,43,Male,23,true,true,false
737,,2023-04-05,68,34,31,Male,26,true,true,true
738,,2023-02-19,66,71,13,Male,30,true,false,false
739,,2023-02-15,46,75,94,Female,39,false,true,false
740,,2023-03-16,82,63,5,Male,38,true,false,true
741,,2023-03-05,85,33,69,Male,24,true,true,false
742,,2023-02-04,52,64,19,Male,39,true,true,false
743,,2023-04-08,63,58,80,Female,23,false,true,false
744,,2023-01-08,94,55,1,Female,34,true,false,true
745,,2023-01-11,100,30,66,Female,35,true,false,false
746,,2023-02-05,89,75,47,Male,29,true,false,true
747,,2023-03-02,77,79,7,Male,30,true,true,true
748,,2023-03-07,93,85,17,Female,19,false,false,true
749,,2023-02-16,70,78,74,Female,38,true,false,false
750,,2023-03-31,74,74,66,Male,26,false,true,false
751,,2023-01-22,51,24,51,Female,36,false,false,true
752,,2023-04-01,61,78,77,Male,27,false,true,false
753,,2023-04-08,95,22,81,Male,39,false,true,true
754,,2023-03-29,49,74,77,Female,30,false,true,false
755,,2023-04-02,84,57,77,Female,40,false,false,true
756,,2023-01-08,81,80,94,Male,27,false,true,false
757,,2023-04-05,100,39,8,Male,30,false,true,true
758,,2023-02-26,78,45,74,Male,39,false,true,true
759,,2023-01-07,50,16,57,Male,33,false,false,false
760,,2023-04-27,77,19,43,Female,30,false,true,true
761,,2023-02-09,65,23,45,Male,31,false,false,true
762,,2023-04-26,97,1,56,Male,37,true,true,false
763,,2023-03-13,67,77,31,Female,27,false,false,true
764,,2023-01-19,52,15,35,Male,18,false,false,false
765,,2023-02-25,65,67,6,Female,18,true,true,false
766,,2023-03-02,49,19,67,Male,37,true,false,false
767,,2023-02-04,57,51,44,Female,27,true,true,true
768,,2023-01-13,64,52,95,Female,22,true,false,false
769,,2023-02-16,90,79,94,Male,32,false,true,true
770,,2023-02-16,94,29,75,Female,27,true,false,false
771,,2023-04-10,75,51,33,Male,20,true,true,false
772,,2023-01-02,55,3,26,Male,33,true,false,false
773,,2023-04-27,48,5,31,Male,35,false,true,true
774,,2023-01-12,77,78,55,Female,34,false,true,true
775,,2023-03-06,89,9,14,Male,36,false,true,true
776,,2023-03-08,58,54,87,Female,28,true,true,true
777,,2023-03-22,75,94,85,Male,30,true,false,true
778,,2023-04-02,48,4,59,Male,27,true,true,false
779,,2023-01-18,72,64,15,Female,19,false,false,false
780,,2023-01-30,97,24,22,Female,20,true,false,true
781,,2023-04-30,82,42,24,Female,18,false,false,false
782,,2023-02-05,56,17,30,Male,29,true,true,true
783,,2023-03-27,91,40,71,Male,22,true,true,false
784,,2023-03-26,84,94,94,Male,37,true,true,true
785,,2023-01-01,58,56,52,Male,33,true,false,true
786,,2023-04-07,78,3,60,Female,38,false,true,true
787,,2023-01-03,66,49,84,Female,21,true,false,false
788,,2023-03-09,84,11,24,Male,32,true,false,true
789,,2023-01-29,56,68,42,Female,31,true,true,false
790,,2023-02-21,65,50,94,Female,26,false,false,true
791,,2023-04-27,75,88,19,Male,19,true,true,true
792,,2023-02-03,94,72,38,Male,27,false,true,true
793,,2023-01-19,98,23,57,Female,37,true,true,true
794,,2023-03-17,92,65,56,Female,30,false,true,false
795,,2023-03-21,99,30,63,Female,38,false,false,true
796,,2023-01-21,59,51,46,Female,23,true,false,true
797,,2023-03-03,87,20,29,Male,29,false,true,true
798,,2023-02-05,58,28,54,Female,26,true,false,true
799,,2023-02-21,90,66,78,Female,36,true,false,true
800,,2023-04-27,73,47,90,Female,18,true,false,true
801,,2023-02-13,78,14,60,Male,30,true,true,false
802,,2023-01-19,45,83,31,Female,18,false,true,false
803,,2023-01-17,82,84,9,Male,18,true,false,false
804,,2023-04-23,91,31,99,Male,19,true,false,false
805,,2023-01-11,93,20,66,Female,30,true,true,false
806,,2023-01-27,45,26,39,Male,26,false,true,false
807,,2023-03-08,83,55,89,Female,31,true,false,true
808,,2023-02-15,82,45,32,Female,23,true,false,true
809,,2023-02-02,92,19,20,Female,34,false,false,false
810,,2023-03-26,86,59,18,Female,28,false,false,false
811,,2023-01-18,63,1,11,Female,32,false,false,false
812,,2023-04-27,55,93,91,Female,35,true,false,true
813,,2023-03-04,73,40,57,Female,26,true,true,false
814,,2023-02-11,45,14,66,Female,35,false,true,false
815,,2023-04-20,67,61,85,Male,40,false,false,true
816,,2023-04-19,61,63,44,Female,28,true,false,true
817,,2023-01-13,82,8,19,Male,30,true,false,false
818,,2023-01-01,88,19,20,Female,38,false,false,false
819,,2023-01-14,56,55,87,Male,40,true,true,false
820,,2023-02-21,94,52,20,Female,25,false,false,false
821,,2023-04-02,50,69,51,Male,25,false,false,false
822,,2023-03-25,100,78,77,Male,24,true,true,false
823,,2023-03-05,81,66,88,Male,34,true,false,true
824,,2023-02-26,72,35,0,Male,28,true,false,true
825,,2023-04-27,57,60,13,Female,26,true,false,false
826,,2023-02-20,70,99,29,Female,21,false,true,true
827,,2023-04-24,45,7,0,Female,30,true,true,true
828,,2023-01-08,61,43,86,Male,18,true,true,false
829,,2023-02-27,48,43,14,Male,18,false,true,false
830,,2023-02-08,46,21,44,Female,27,true,true,true
831,,2023-04-14,67,35,45,Male,39,true,false,true
832,,2023-01-05,80,95,58,Female,19,false,false,true
833,,2023-02-11,95,98,53,Female,35,false,true,false
834,,2023-03-22,99,93,49,Female,36,true,false,true
835,,2023-01-29,83,10,23,Female,20,false,true,false
836,,2023-01-04,95,22,43,Male,29,false,false,false
837,,2023-04-01,58,20,0,Female,25,false,true,false
838,,2023-04-06,76,18,62,Male,22,true,false,true
839,,2023-04-20,67,40,25,Male,33,true,false,false
840,,2023-01-27,51,20,3,Male,30,true,true,true
841,,2023-01-08,98,81,97,Male,31,true,false,false
842,,2023-03-06,100,51,84,Male,19,false,false,false
843,,2023-01-10,71,56,18,Male,36,true,false,true
844,,2023-03-28,58,63,43,Male,35,true,true,true
845,,2023-03-31,84,87,35,Female,31,true,false,true
846,,2023-02-04,95,62,23,Male,19,false,false,false
847,,2023-03-02,54,48,88,Male,21,true,true,false
848,,2023-04-17,90,73,98,Female,25,false,false,false
849,,2023-02-17,50,22,81,Female,35,false,true,true
850,,2023-04-26,92,3,7,Male,34,false,true,true
851,,2023-03-09,61,18,87,Female,18,false,false,false
852,,2023-04-22,85,43,100,Female,28,true,true,false
853,,2023-01-09,70,55,45,Female,27,false,true,true
854,,2023-01-29,88,43,31,Female,32,false,false,true
855,,2023-04-06,97,4,73,Male,23,false,false,false
856,,2023-03-06,63,55,6,Female,25,true,false,false
857,,2023-01-01,71,72,24,Female,32,false,true,true
858,,2023-02-24,81,59,56,Male,30,false,true,true
859,,2023-04-18,49,29,34,Male,26,true,false,false
860,,2023-04-16,63,67,30,Female,30,false,true,true
861,,2023-02-02,66,37,77,Male,33,true,true,false
862,,2023-01-09,97,33,91,Female,38,false,false,true
863,,2023-02-14,66,12,86,Female,26,false,false,true
864,,2023-04-16,98,82,26,Female,23,true,true,true
865,,2023-01-14,58,11,26,Male,30,false,false,false
866,,2023-03-09,89,76,96,Male,38,true,true,false
867,,2023-01-10,59,73,5,Male,30,true,true,false
868,,2023-03-20,63,33,100,Male,31,true,true,true
869,,2023-01-03,64,86,62,Female,19,true,false,false
870,,2023-01-07,66,8,22,Female,35,false,true,true
871,,2023-03-05,92,20,85,Male,18,true,false,true
872,,2023-03-04,98,44,97,Male,24,true,true,false
873,,2023-03-13,50,93,2,Female,39,true,true,false
874,,2023-04-13,90,83,58,Male,30,true,true,true
875,,2023-01-08,52,3,59,Female,23,false,true,true
876,,2023-01-24,82,61,94,Male,22,true,false,true
877,,2023-04-29,76,2,19,Male,22,false,true,true
878,,2023-04-28,98,2,42,Female,26,true,true,false
879,,2023-04-28,67,28,81,Male,34,true,true,false
880,,2023-02-16,97,89,4,Male,30,true,false,true
881,,2023-02-03,91,95,26,Male,22,true,false,false
882,,2023-02-25,69,18,23,Female,30,true,false,true
883,,2023-01-10,50,0,73,Female,33,false,true,true
884,,2023-03-01,97,24,9,Male,39,false,false,true
885,,2023-04-19,78,96,98,Male,27,false,false,true
886,,2023-02-06,90,87,71,Female,24,false,false,true
887,,2023-04-17,80,21,85,Female,27,true,true,false
888,,2023-03-29,53,47,99,Male,22,false,true,false
889,,2023-01-12,95,81,0,Male,18,true,false,false
890,,2023-02-07,76,13,42,Female,18,false,false,true
891,,2023-01-01,95,69,22,Male,24,true,false,false
892,,2023-02-18,47,99,92,Male,27,false,false,false
893,,2023-03-30,49,18,71,Male,26,false,false,true
894,,2023-01-09,63,50,54,Male,26,true,false,false
895,,2023-03-19,48,43,0,Male,33,false,true,false
896,,2023-03-28,99,58,0,Male,37,true,true,false
897,,2023-01-21,54,77,49,Female,39,true,true,false
898,,2023-03-03,59,10,51,Female,33,true,false,false
899,,2023-04-26,61,42,66,Male,34,true,true,false
900,,2023-01-04,79,82,55,Female,18,false,true,true
901,,2023-03-26,46,49,24,Female,39,true,true,true
902,,2023-02-03,83,75,4,Male,34,false,true,false
903,,2023-02-17,69,9,54,Male,39,true,true,true
904,,2023-04-24,76,40,8,Male,23,true,true,false
905,,2023-03-21,88,24,66,Female,26,false,true,true
906,,2023-03-13,88,33,84,Female,18,true,true,false
907,,2023-03-31,70,55,60,Female,39,false,true,false
908,,2023-02-26,94,3,40,Male,34,true,true,false
909,,2023-03-06,84,75,11,Male,27,false,true,false
910,,2023-01-20,51,69,98,Male,38,true,false,false
911,,2023-04-27,53,37,83,Male,26,false,true,true
912,,2023-01-02,64,53,41,Male,19,false,false,false
913,,2023-03-07,99,36,81,Male,27,false,true,false
914,,2023-03-19,71,36,52,Male,18,true,true,false
915,,2023-04-09,47,57,75,Female,30,false,true,true
916,,2023-04-01,96,8,100,Male,19,true,true,false
917,,2023-01-20,76,3,67,Male,27,false,true,true
918,,2023-04-10,51,46,87,Male,27,false,true,true
919,,2023-02-28,91,54,95,Female,36,true,false,true
920,,2023-02-05,93,62,17,Female,22,true,false,true
921,,2023-04-13,75,96,100,Female,23,false,false,true
922,,2023-04-26,91,88,40,Female,32,false,false,false
923,,2023-04-23,89,65,79,Female,23,false,false,false
924,,2023-04-15,60,47,98,Male,39,false,false,false
925,,2023-04-10,95,92,93,Female,24,false,false,false
926,,2023-01-14,54,30,58,Female,38,false,true,true
927,,2023-04-18,76,95,63,Female,24,false,false,false
928,,2023-04-30,59,60,33,Female,19,false,true,true
929,,2023-03-16,83,13,94,Female,33,true,false,false
930,,2023-02-03,51,77,96,Male,24,true,true,true
931,,2023-03-12,54,0,78,Male,27,false,false,false
932,,2023-01-11,98,1,18,Male,39,false,false,true
933,,2023-04-07,93,26,76,Male,28,false,true,true
934,,2023-02-22,89,23,7,Male,38,true,false,true
935,,2023-01-22,79,18,44,Female,24,true,false,true
936,,2023-01-09,49,65,54,Female,32,false,true,false
937,,2023-04-02,92,10,82,Male,27,true,false,false
938,,2023-03-15,84,91,4,Female,31,false,true,true
939,,2023-01-09,47,62,19,Female,23,false,false,false
940,,2023-04-15,74,52,70,Female,38,true,false,false
941,,2023-03-25,82,57,31,Male,20,true,true,true
942,,2023-04-28,50,46,53,Female,34,true,true,true
943,,2023-01-20,96,64,43,Female,24,true,true,true
944,,2023-01-11,68,99,54,Male,35,true,true,true
945,,2023-02-03,67,18,40,Female,18,false,false,true
946,,2023-04-15,68,26,94,Female,32,true,false,true
947,,2023-01-25,86,87,73,Female,31,false,true,false
948,,2023-01-07,70,58,46,Male,36,false,true,true
949,,2023-03-28,86,64,28,Female,20,true,false,true
950,,2023-03-03,90,11,49,Male,40,true,false,true
951,,2023-01-30,51,27,9,Female,22,false,false,false
952,,2023-04-11,52,30,12,Male,29,false,true,true
953,,2023-04-13,93,71,1,Male,38,true,false,false
954,,2023-03-17,86,40,39,Male,36,true,true,false
955,,2023-01-18,51,0,5,Male,39,false,false,false
956,,2023-03-20,52,77,80,Male,36,false,true,false
957,,2023-03-29,95,91,61,Female,34,true,true,false
958,,2023-02-23,84,78,73,Male,22,false,false,true
959,,2023-01-23,66,8,100,Male,28,true,false,true
960,,2023-04-26,65,4,52,Male,29,true,false,true
961,,2023-04-22,81,72,32,Male,37,true,true,true
962,,2023-03-12,74,83,26,Male,38,false,true,true
963,,2023-02-18,77,0,83,Male,24,false,true,false
964,,2023-04-16,73,79,36,Male,34,true,true,false
965,,2023-04-26,98,4,81,Female,36,true,true,true
966,,2023-04-04,93,57,42,Female,39,false,false,true
967,,2023-04-30,60,90,23,Female,28,true,true,false
968,,2023-01-30,92,54,52,Male,33,true,true,true
969,,2023-01-08,45,9,72,Male,28,false,false,false
970,,2023-04-21,89,42,5,Male,19,false,true,false
971,,2023-02-10,70,74,55,Male,35,false,false,false
972,,2023-04-07,84,72,25,Male,36,false,true,false
973,,2023-01-06,75,41,12,Male,25,false,true,true
974,,2023-03-10,45,89,85,Female,23,false,true,true
975,,2023-02-07,83,88,33,Male,37,false,false,false
976,,2023-03-26,51,4,16,Female,30,false,false,false
977,,2023-02-22,90,29,10,Female,18,false,true,false
978,,2023-03-04,97,59,32,Male,40,false,true,true
979,,2023-02-04,96,69,43,Male,23,false,false,true
980,,2023-02-25,59,95,27,Female,24,true,true,true
981,,2023-01-27,82,74,2,Male,21,true,false,false
982,,2023-04-13,70,4,35,Female,26,false,true,true
983,,2023-03-12,97,35,53,Male,36,true,false,true
984,,2023-02-18,62,33,45,Female,22,false,false,false
985,,2023-02-11,72,34,0,Female,36,false,false,true
986,,2023-01-21,68,48,33,Male,22,false,false,false
987,,2023-02-09,97,22,28,Female,34,false,false,false
988,,2023-01-21,66,49,72,Male,24,true,true,false
989,,2023-01-12,85,94,56,Male,29,true,false,false
990,,2023-03-29,54,65,61,Male,29,false,false,true
991,,2023-02-22,64,70,69,Male,31,true,true,false
992,,2023-04-22,73,62,35,Male,21,false,true,true
993,,2023-01-22,68,80,36,Male,29,true,true,true
994,,2023-03-21,49,86,66,Male,23,false,true,false
995,,2023-03-25,82,90,66,Female,19,true,false,true
996,,2023-02-20,76,1,6,Male,23,false,true,false
997,,2023-02-04,60,99,54,Male,24,true,true,false
998,,2023-04-10,93,37,17,Female,18,true,false,true
999,,2023-01-19,64,19,16,Male,20,true,false,false
1000,,2023-04-12,86,84,42,Female,22,true,true,false
